dayofyear,hourofday,Wind,Tair
219,7,15,30
219,8,15,30
219,9,15,30
219,10,15,30
219,11,15,15
219,12,15,15
219,13,15,15
219,14,15,15
219,15,15,15
219,16,15,15
219,17,15,15
219,18,15,15
219,19,15,15
219,20,15,15
219,21,15,15
219,22,15,15
219,23,15,15
220,0,15,15
220,1,15,45
220,2,15,45
220,3,15,30
220,4,15,30
220,5,15,30
220,6,15,15
220,7,15,30
220,8,30,30
220,9,15,30
220,10,15,30
220,11,15,15
220,12,15,15
220,13,15,15
220,14,15,15
220,15,15,15
220,16,15,15
220,17,15,15
220,18,15,15
220,19,15,15
220,20,15,15
220,21,15,15
220,22,15,15
220,23,15,15
221,0,15,15
221,1,15,45
221,2,15,45
221,3,15,30
221,4,15,30
221,5,15,30
221,6,15,15
221,7,15,45
221,8,30,30
221,9,15,30
221,10,15,30
221,11,15,15
221,12,15,30
221,13,15,30
221,14,15,15
221,15,15,15
221,16,15,15
221,17,15,15
221,18,15,15
221,19,15,15
221,20,15,15
221,21,15,15
221,22,15,15
221,23,15,15
222,0,15,15
222,1,15,45
222,2,15,45
222,3,15,30
222,4,15,30
222,5,15,30
222,6,15,30
222,7,15,30
222,8,30,30
222,9,15,30
222,10,15,30
222,11,15,15
222,12,15,30
222,13,15,30
222,14,15,15
222,15,15,15
222,16,15,15
222,17,15,15
222,18,15,15
222,19,15,15
222,20,15,15
222,21,15,15
222,22,15,15
222,23,15,15
223,0,30,30
223,1,30,45
223,2,15,45
223,3,15,30
223,4,15,30
223,5,15,30
223,6,15,30
223,7,15,30
223,8,30,30
223,9,15,30
223,10,15,30
223,11,15,15
223,12,15,15
223,13,15,30
223,14,15,15
223,15,15,15
223,16,15,15
223,17,15,30
223,18,15,30
223,19,15,15
223,20,15,15
223,21,15,15
223,22,15,15
223,23,15,15
224,0,30,30
224,1,30,45
224,2,15,30
224,3,15,30
224,4,30,30
224,5,15,30
224,6,15,30
224,7,15,30
224,8,30,30
224,9,15,30
224,10,15,30
224,11,15,15
224,12,15,15
224,13,15,30
224,14,15,15
224,15,15,15
224,16,15,15
224,17,15,30
224,18,15,30
224,19,15,15
224,20,15,15
224,21,15,15
224,22,15,15
224,23,15,15
225,0,45,30
225,1,30,60
225,2,30,30
225,3,15,30
225,4,15,30
225,5,15,30
225,6,15,30
225,7,15,30
225,8,30,30
225,9,15,30
225,10,15,30
225,11,15,15
225,12,15,15
225,13,15,15
225,14,30,15
225,15,15,15
225,16,15,15
225,17,15,30
225,18,15,30
225,19,15,15
225,20,15,15
225,21,15,15
225,22,15,15
225,23,45,15
226,0,60,30
226,1,30,60
226,2,30,30
226,3,30,30
226,4,30,15
226,5,15,30
226,6,15,15
226,7,30,30
226,8,30,30
226,9,15,30
226,10,15,30
226,11,15,15
226,12,15,15
226,13,15,15
226,14,30,15
226,15,15,15
226,16,15,15
226,17,30,30
226,18,15,30
226,19,15,15
226,20,15,15
226,21,30,15
226,22,15,15
226,23,30,15
227,0,45,30
227,1,30,30
227,2,30,30
227,3,30,30
227,4,30,15
227,5,15,30
227,6,30,15
227,7,30,30
227,8,30,15
227,9,15,30
227,10,15,15
227,11,15,15
227,12,15,15
227,13,15,15
227,14,30,15
227,15,15,15
227,16,30,15
227,17,30,30
227,18,15,30
227,19,15,15
227,20,15,15
227,21,45,15
227,22,15,15
227,23,30,15
228,0,45,30
228,1,30,30
228,2,30,15
228,3,30,15
228,4,30,15
228,5,15,15
228,6,30,15
228,7,30,15
228,8,30,15
228,9,15,15
228,10,15,15
228,11,15,15
228,12,15,15
228,13,15,15
228,14,30,15
228,15,15,15
228,16,45,15
228,17,30,15
228,18,15,15
228,19,15,15
228,20,15,15
228,21,30,15
228,22,15,15
228,23,15,15
229,0,45,30
229,1,30,45
229,2,15,15
229,3,30,15
229,4,30,15
229,5,15,15
229,6,30,15
229,7,30,15
229,8,30,15
229,9,30,15
229,10,15,15
229,11,15,15
229,12,30,15
229,13,15,30
229,14,30,15
229,15,15,15
229,16,45,15
229,17,15,30
229,18,15,30
229,19,30,15
229,20,15,15
229,21,30,15
229,22,30,15
229,23,30,15
230,0,45,30
230,1,30,30
230,2,15,15
230,3,30,15
230,4,30,15
230,5,15,15
230,6,30,15
230,7,30,15
230,8,30,15
230,9,30,15
230,10,15,15
230,11,15,15
230,12,30,15
230,13,15,15
230,14,45,15
230,15,45,15
230,16,30,15
230,17,30,30
230,18,15,30
230,19,30,15
230,20,30,15
230,21,30,15
230,22,30,15
230,23,30,15
231,0,30,30
231,1,30,30
231,2,15,15
231,3,30,15
231,4,30,15
231,5,15,15
231,6,30,15
231,7,30,15
231,8,30,15
231,9,30,15
231,10,15,15
231,11,15,15
231,12,30,15
231,13,15,15
231,14,45,15
231,15,45,15
231,16,30,15
231,17,30,30
231,18,30,30
231,19,30,15
231,20,30,15
231,21,30,15
231,22,30,15
231,23,30,15
232,0,30,30
232,1,30,45
232,2,15,15
232,3,30,15
232,4,30,15
232,5,15,15
232,6,30,15
232,7,30,15
232,8,30,15
232,9,30,15
232,10,15,15
232,11,15,15
232,12,30,15
232,13,15,15
232,14,45,15
232,15,45,15
232,16,45,15
232,17,45,30
232,18,15,30
232,19,30,15
232,20,15,15
232,21,30,15
232,22,30,15
232,23,15,15
233,0,15,15
233,1,15,45
233,2,15,15
233,3,30,15
233,4,30,15
233,5,30,15
233,6,30,15
233,7,30,15
233,8,30,15
233,9,30,15
233,10,15,15
233,11,15,15
233,12,15,15
233,13,30,15
233,14,45,15
233,15,45,15
233,16,45,15
233,17,45,15
233,18,30,30
233,19,30,15
233,20,15,15
233,21,30,15
233,22,30,15
233,23,15,15
234,0,15,15
234,1,15,15
234,2,15,15
234,3,30,15
234,4,30,15
234,5,30,15
234,6,30,15
234,7,30,15
234,8,30,15
234,9,30,15
234,10,15,15
234,11,15,15
234,12,30,15
234,13,30,15
234,14,45,15
234,15,45,30
234,16,45,15
234,17,45,15
234,18,30,30
234,19,30,15
234,20,30,15
234,21,30,15
234,22,30,15
234,23,15,15
235,0,15,15
235,1,30,15
235,2,15,15
235,3,30,15
235,4,30,15
235,5,30,15
235,6,30,15
235,7,30,15
235,8,30,15
235,9,15,15
235,10,15,15
235,11,15,15
235,12,30,15
235,13,30,15
235,14,45,15
235,15,45,30
235,16,45,15
235,17,45,15
235,18,30,30
235,19,30,15
235,20,30,15
235,21,30,15
235,22,30,15
235,23,15,15
236,0,15,15
236,1,30,15
236,2,15,15
236,3,30,15
236,4,30,15
236,5,30,15
236,6,30,15
236,7,30,15
236,8,30,15
236,9,15,15
236,10,15,15
236,11,15,15
236,12,30,15
236,13,30,15
236,14,45,15
236,15,45,30
236,16,45,15
236,17,45,15
236,18,30,30
236,19,30,15
236,20,30,15
236,21,30,15
236,22,30,15
236,23,15,15
237,0,15,15
237,1,15,15
237,2,15,15
237,3,30,15
237,4,45,15
237,5,30,15
237,6,30,15
237,7,30,15
237,8,15,15
237,9,15,15
237,10,15,15
237,11,15,15
237,12,15,15
237,13,15,15
237,14,45,15
237,15,45,30
237,16,45,15
237,17,45,15
237,18,30,30
237,19,30,15
237,20,30,15
237,21,30,15
237,22,30,15
237,23,15,15
238,0,15,15
238,1,15,15
238,2,15,15
238,3,15,15
238,4,15,15
238,5,15,15
238,6,30,15
238,7,15,15
238,8,15,15
238,9,15,15
238,10,15,15
238,11,15,15
238,12,15,15
238,13,15,15
238,14,15,15
238,15,45,30
238,16,30,15
238,17,30,15
238,18,15,30
238,19,15,15
238,20,30,15
238,21,30,15
238,22,30,15
238,23,15,15
239,0,45,15
239,1,15,15
239,2,15,15
239,3,30,15
239,4,15,15
239,5,15,15
239,6,30,15
239,7,15,15
239,8,15,15
239,9,15,15
239,10,15,15
239,11,30,15
239,12,30,15
239,13,30,15
239,14,45,15
239,15,30,30
239,16,30,15
239,17,30,15
239,18,30,30
239,19,30,15
239,20,30,15
239,21,30,15
239,22,30,15
239,23,15,15
240,0,15,15
240,1,15,15
240,2,15,15
240,3,30,15
240,4,30,15
240,5,30,15
240,6,30,15
240,7,15,15
240,8,15,15
240,9,15,15
240,10,15,15
240,11,30,15
240,12,30,15
240,13,30,15
240,14,45,15
240,15,15,30
240,16,30,15
240,17,30,15
240,18,30,30
240,19,15,15
240,20,15,15
240,21,30,15
240,22,30,15
240,23,15,15
241,0,30,15
241,1,30,15
241,2,15,15
241,3,30,15
241,4,30,15
241,5,30,15
241,6,30,15
241,7,15,15
241,8,15,15
241,9,15,15
241,10,15,15
241,11,15,15
241,12,45,15
241,13,30,15
241,14,45,15
241,15,45,30
241,16,45,15
241,17,30,15
241,18,30,15
241,19,15,15
241,20,15,15
241,21,45,15
241,22,30,15
241,23,15,15
242,0,30,15
242,1,30,15
242,2,15,15
242,3,30,15
242,4,30,15
242,5,30,15
242,6,30,15
242,7,15,15
242,8,15,15
242,9,15,15
242,10,15,15
242,11,30,15
242,12,45,15
242,13,30,15
242,14,45,15
242,15,45,30
242,16,45,15
242,17,30,15
242,18,15,30
242,19,15,15
242,20,15,15
242,21,30,15
242,22,30,15
242,23,15,15
243,0,30,15
243,1,30,15
243,2,15,15
243,3,15,15
243,4,30,15
243,5,30,15
243,6,30,15
243,7,15,15
243,8,15,15
243,9,15,15
243,10,15,15
243,11,15,15
243,12,45,15
243,13,45,15
243,14,45,15
243,15,45,30
243,16,45,30
243,17,30,30
243,18,30,30
243,19,15,15
243,20,15,15
243,21,30,15
243,22,30,15
243,23,15,15
244,0,30,15
244,1,30,15
244,2,30,15
244,3,15,15
244,4,30,15
244,5,30,15
244,6,30,15
244,7,15,15
244,8,15,15
244,9,15,15
244,10,15,15
244,11,15,15
244,12,45,15
244,13,45,15
244,14,45,15
244,15,30,30
244,16,45,30
244,17,30,15
244,18,30,30
244,19,15,15
244,20,15,15
244,21,45,15
244,22,30,15
244,23,15,15
245,0,45,15
245,1,15,15
245,2,15,15
245,3,15,15
245,4,30,15
245,5,30,15
245,6,30,15
245,7,15,15
245,8,15,15
245,9,15,15
245,10,15,15
245,11,15,15
245,12,30,15
245,13,30,15
245,14,45,15
245,15,45,30
245,16,45,30
245,17,30,15
245,18,15,15
245,19,15,15
245,20,15,15
245,21,45,15
245,22,30,15
245,23,15,15
246,0,45,15
246,1,15,15
246,2,15,15
246,3,15,15
246,4,30,15
246,5,30,15
246,6,30,15
246,7,15,15
246,8,15,15
246,9,15,15
246,10,15,15
246,11,15,15
246,12,30,15
246,13,30,15
246,14,15,15
246,15,30,30
246,16,45,30
246,17,30,30
246,18,15,15
246,19,15,15
246,20,15,15
246,21,15,15
246,22,15,15
246,23,15,15
247,0,45,15
247,1,45,15
247,2,15,15
247,3,15,15
247,4,30,15
247,5,30,15
247,6,30,15
247,7,15,15
247,8,15,15
247,9,15,15
247,10,15,15
247,11,15,15
247,12,30,15
247,13,15,15
247,14,15,15
247,15,30,30
247,16,45,30
247,17,30,15
247,18,30,15
247,19,15,15
247,20,15,15
247,21,15,15
247,22,15,15
247,23,15,15
248,0,30,15
248,1,30,15
248,2,15,15
248,3,30,15
248,4,30,15
248,5,30,15
248,6,15,15
248,7,15,15
248,8,15,15
248,9,15,15
248,10,15,15
248,11,15,15
248,12,30,15
248,13,15,15
248,14,30,15
248,15,30,30
248,16,30,30
248,17,30,30
248,18,30,30
248,19,15,30
248,20,30,15
248,21,15,15
248,22,15,15
248,23,15,15
249,0,30,15
249,1,30,15
249,2,15,15
249,3,30,15
249,4,30,15
249,5,30,15
249,6,15,15
249,7,15,15
249,8,15,15
249,9,15,15
249,10,30,15
249,11,15,15
249,12,30,15
249,13,15,15
249,14,30,15
249,15,30,30
249,16,30,30
249,17,30,30
249,18,30,15
249,19,15,30
249,20,30,15
249,21,15,15
249,22,15,15
249,23,15,15
250,0,30,15
250,1,30,15
250,2,15,15
250,3,30,15
250,4,15,15
250,5,30,15
250,6,15,15
250,7,15,15
250,8,15,15
250,9,15,15
250,10,30,15
250,11,30,15
250,12,30,15
250,13,30,15
250,14,30,15
250,15,30,15
250,16,30,30
250,17,30,15
250,18,30,15
250,19,15,15
250,20,15,15
250,21,15,15
250,22,15,15
250,23,15,15
251,0,30,15
251,1,30,15
251,2,15,15
251,3,15,15
251,4,15,15
251,5,15,15
251,6,15,15
251,7,15,15
251,8,15,15
251,9,45,15
251,10,30,15
251,11,15,30
251,12,30,15
251,13,30,15
251,14,30,15
251,15,30,15
251,16,30,15
251,17,30,15
251,18,30,15
251,19,15,15
251,20,15,15
251,21,15,15
251,22,15,15
251,23,15,15
252,0,30,15
252,1,30,15
252,2,30,30
252,3,30,30
252,4,30,30
252,5,30,15
252,6,15,15
252,7,45,15
252,8,45,15
252,9,45,15
252,10,30,15
252,11,30,30
252,12,30,15
252,13,30,15
252,14,30,15
252,15,30,15
252,16,30,15
252,17,30,15
252,18,30,15
252,19,15,15
252,20,15,15
252,21,15,15
252,22,15,15
252,23,15,15
253,0,30,15
253,1,15,15
253,2,30,15
253,3,30,15
253,4,30,30
253,5,30,15
253,6,15,15
253,7,15,15
253,8,15,15
253,9,45,15
253,10,30,30
253,11,15,30
253,12,30,15
253,13,30,15
253,14,30,15
253,15,30,15
253,16,30,15
253,17,30,15
253,18,30,15
253,19,15,15
253,20,15,15
253,21,15,15
253,22,15,15
253,23,15,15
254,0,15,15
254,1,15,15
254,2,30,15
254,3,15,15
254,4,30,30
254,5,30,15
254,6,15,15
254,7,30,15
254,8,15,15
254,9,45,30
254,10,30,30
254,11,15,30
254,12,15,15
254,13,30,30
254,14,30,15
254,15,30,15
254,16,30,15
254,17,15,15
254,18,30,15
254,19,15,15
254,20,15,15
254,21,15,15
254,22,15,15
254,23,15,15
255,0,15,15
255,1,15,15
255,2,30,15
255,3,15,15
255,4,15,30
255,5,30,15
255,6,15,15
255,7,30,15
255,8,15,45
255,9,30,30
255,10,30,30
255,11,30,30
255,12,30,15
255,13,30,30
255,14,30,15
255,15,30,15
255,16,15,15
255,17,15,15
255,18,30,15
255,19,30,15
255,20,30,15
255,21,15,15
255,22,15,15
255,23,15,15
256,0,15,15
256,1,15,15
256,2,30,30
256,3,15,15
256,4,15,30
256,5,30,15
256,6,15,15
256,7,30,15
256,8,30,45
256,9,30,30
256,10,30,30
256,11,30,30
256,12,30,15
256,13,30,30
256,14,30,15
256,15,30,15
256,16,30,15
256,17,15,15
256,18,30,15
256,19,30,15
256,20,30,15
256,21,15,15
256,22,15,15
256,23,15,15
257,0,15,15
257,1,15,15
257,2,30,15
257,3,15,15
257,4,15,30
257,5,30,15
257,6,15,15
257,7,30,45
257,8,30,45
257,9,30,30
257,10,30,30
257,11,15,30
257,12,30,15
257,13,15,30
257,14,30,15
257,15,30,15
257,16,15,15
257,17,15,15
257,18,30,15
257,19,30,15
257,20,30,15
257,21,15,15
257,22,15,15
257,23,15,15
258,0,15,15
258,1,15,15
258,2,15,15
258,3,15,15
258,4,15,15
258,5,30,15
258,6,15,15
258,7,30,15
258,8,30,45
258,9,30,30
258,10,30,30
258,11,15,45
258,12,15,15
258,13,15,30
258,14,30,15
258,15,30,15
258,16,15,15
258,17,15,15
258,18,15,15
258,19,30,30
258,20,15,15
258,21,15,15
258,22,15,15
258,23,15,15
259,0,15,15
259,1,15,15
259,2,15,15
259,3,15,15
259,4,15,15
259,5,15,15
259,6,15,15
259,7,30,45
259,8,30,45
259,9,30,45
259,10,30,45
259,11,30,45
259,12,15,15
259,13,15,30
259,14,30,15
259,15,15,15
259,16,15,15
259,17,15,15
259,18,15,15
259,19,30,30
259,20,15,15
259,21,15,15
259,22,15,15
259,23,30,15
260,0,15,15
260,1,15,15
260,2,15,15
260,3,15,15
260,4,15,15
260,5,30,15
260,6,15,45
260,7,30,45
260,8,30,45
260,9,30,45
260,10,30,45
260,11,30,45
260,12,15,15
260,13,15,30
260,14,15,15
260,15,30,15
260,16,30,15
260,17,15,15
260,18,15,15
260,19,30,30
260,20,15,30
260,21,15,15
260,22,15,15
260,23,30,15
261,0,15,15
261,1,15,15
261,2,30,15
261,3,15,15
261,4,15,15
261,5,15,15
261,6,15,15
261,7,30,45
261,8,30,45
261,9,30,45
261,10,30,45
261,11,15,45
261,12,15,15
261,13,15,30
261,14,15,15
261,15,15,15
261,16,15,15
261,17,15,15
261,18,15,15
261,19,15,30
261,20,15,30
261,21,15,15
261,22,15,15
261,23,30,30
262,0,30,15
262,1,15,15
262,2,30,15
262,3,15,15
262,4,15,15
262,5,15,15
262,6,15,15
262,7,30,45
262,8,30,45
262,9,30,45
262,10,30,45
262,11,15,45
262,12,15,15
262,13,15,30
262,14,15,15
262,15,15,15
262,16,15,15
262,17,15,15
262,18,15,15
262,19,30,30
262,20,15,30
262,21,15,15
262,22,15,15
262,23,30,15
263,0,15,15
263,1,15,15
263,2,30,15
263,3,15,15
263,4,15,15
263,5,15,15
263,6,15,45
263,7,30,45
263,8,30,45
263,9,30,45
263,10,30,45
263,11,15,45
263,12,15,15
263,13,15,30
263,14,15,15
263,15,15,15
263,16,15,15
263,17,15,15
263,18,15,15
263,19,15,30
263,20,15,15
263,21,15,15
263,22,15,15
263,23,30,15
264,0,15,15
264,1,15,15
264,2,30,15
264,3,15,15
264,4,15,15
264,5,15,15
264,6,15,45
264,7,30,45
264,8,30,45
264,9,30,45
264,10,30,45
264,11,30,45
264,12,15,30
264,13,15,30
264,14,15,30
264,15,15,15
264,16,15,15
264,17,15,15
264,18,15,15
264,19,15,30
264,20,15,30
264,21,15,15
264,22,15,15
264,23,15,15
265,0,15,15
265,1,15,15
265,2,30,15
265,3,15,15
265,4,15,15
265,5,15,45
265,6,15,45
265,7,15,45
265,8,30,45
265,9,30,45
265,10,30,45
265,11,15,45
265,12,15,15
265,13,15,30
265,14,15,30
265,15,15,15
265,16,15,45
265,17,15,15
265,18,15,15
265,19,15,30
265,20,15,30
265,21,15,30
265,22,15,15
265,23,15,30
266,0,15,15
266,1,15,15
266,2,30,15
266,3,15,15
266,4,15,15
266,5,15,45
266,6,15,45
266,7,30,30
266,8,30,45
266,9,30,45
266,10,30,45
266,11,15,45
266,12,15,15
266,13,15,15
266,14,15,15
266,15,15,15
266,16,15,15
266,17,15,15
266,18,15,15
266,19,15,30
266,20,15,30
266,21,15,30
266,22,15,30
266,23,15,30
267,0,15,15
267,1,15,15
267,2,30,15
267,3,15,15
267,4,15,15
267,5,15,30
267,6,15,30
267,7,30,30
267,8,30,30
267,9,30,30
267,10,30,45
267,11,15,45
267,12,15,15
267,13,15,15
267,14,15,15
267,15,15,15
267,16,15,15
267,17,15,15
267,18,15,15
267,19,15,30
267,20,30,15
267,21,15,15
267,22,15,15
267,23,15,30
268,0,15,15
268,1,15,15
268,2,30,15
268,3,15,15
268,4,15,15
268,5,15,30
268,6,15,30
268,7,30,30
268,8,30,30
268,9,30,30
268,10,30,30
268,11,15,45
268,12,15,15
268,13,15,15
268,14,15,15
268,15,15,15
268,16,15,15
268,17,15,30
268,18,15,30
268,19,15,30
268,20,15,15
268,21,15,15
268,22,15,15
268,23,15,30
269,0,15,15
269,1,15,15
269,2,30,15
269,3,15,15
269,4,15,15
269,5,15,30
269,6,15,30
269,7,15,30
269,8,30,30
269,9,30,30
269,10,30,30
269,11,15,45
269,12,15,15
269,13,15,15
269,14,15,15
269,15,15,15
269,16,15,15
269,17,15,30
269,18,15,30
269,19,15,30
269,20,15,15
269,21,15,15
269,22,15,15
269,23,15,30
270,0,15,15
270,1,15,15
270,2,30,15
270,3,15,15
270,4,15,30
270,5,15,30
270,6,15,30
270,7,30,30
270,8,30,30
270,9,30,30
270,10,30,30
270,11,15,30
270,12,15,15
270,13,15,15
270,14,15,15
270,15,15,15
270,16,15,15
270,17,15,30
270,18,15,30
270,19,15,30
270,20,15,15
270,21,15,15
270,22,15,30
270,23,15,30
271,0,15,15
271,1,15,15
271,2,30,15
271,3,15,15
271,4,15,15
271,5,15,30
271,6,15,30
271,7,30,30
271,8,30,30
271,9,30,30
271,10,15,30
271,11,15,45
271,12,15,15
271,13,15,15
271,14,15,15
271,15,15,15
271,16,15,15
271,17,15,30
271,18,15,30
271,19,15,30
271,20,15,15
271,21,15,15
271,22,15,15
271,23,15,30
272,0,15,15
272,1,15,15
272,2,30,15
272,3,15,15
272,4,15,15
272,5,15,30
272,6,15,30
272,7,15,30
272,8,30,30
272,9,30,30
272,10,30,30
272,11,15,45
272,12,15,15
272,13,15,15
272,14,15,15
272,15,15,15
272,16,15,15
272,17,15,30
272,18,15,30
272,19,15,30
272,20,15,15
272,21,15,15
272,22,15,30
272,23,15,30
273,0,15,15
273,1,15,15
273,2,15,15
273,3,15,15
273,4,15,15
273,5,15,30
273,6,15,30
273,7,15,30
273,8,15,30
273,9,15,30
273,10,15,45
273,11,15,45
273,12,15,15
273,13,15,15
273,14,15,15
273,15,15,15
273,16,15,15
273,17,15,30
273,18,15,30
273,19,15,30
273,20,15,15
273,21,15,15
273,22,15,15
273,23,15,30
274,0,15,15
274,1,15,15
274,2,15,15
274,3,15,15
274,4,15,30
274,5,15,30
274,6,15,30
274,7,15,30
274,8,15,30
274,9,15,30
274,10,15,30
274,11,15,30
274,12,15,15
274,13,15,15
274,14,15,15
274,15,15,15
274,16,15,15
274,17,15,30
274,18,15,30
274,19,15,30
274,20,15,15
274,21,15,15
274,22,15,15
274,23,15,15
275,0,15,15
275,1,15,15
275,2,15,15
275,3,15,15
275,4,15,15
275,5,15,30
275,6,15,30
275,7,15,30
275,8,15,30
275,9,15,30
275,10,15,30
275,11,15,30
275,12,15,15
275,13,15,15
275,14,15,15
275,15,15,15
275,16,15,15
275,17,15,15
275,18,15,30
275,19,15,15
275,20,15,15
275,21,15,15
275,22,15,15
275,23,15,15
276,0,15,15
276,1,15,15
276,2,15,15
276,3,15,15
276,4,15,15
276,5,15,30
276,6,15,30
276,7,15,30
276,8,15,30
276,9,15,30
276,10,15,30
276,11,15,30
276,12,15,15
276,13,15,15
276,14,15,15
276,15,15,15
276,16,15,30
276,17,15,30
276,18,15,30
276,19,15,15
276,20,15,15
276,21,15,15
276,22,15,15
276,23,15,15
277,0,15,15
277,1,15,15
277,2,15,15
277,3,15,15
277,4,15,30
277,5,15,30
277,6,15,30
277,7,15,30
277,8,15,30
277,9,15,30
277,10,15,45
277,11,15,45
277,12,15,15
277,13,15,15
277,14,15,15
277,15,15,15
277,16,15,15
277,17,15,15
277,18,15,30
277,19,15,15
277,20,15,15
277,21,15,15
277,22,15,15
277,23,15,15
278,0,15,15
278,1,15,15
278,2,15,15
278,3,15,30
278,4,15,30
278,5,15,30
278,6,15,30
278,7,15,30
278,8,15,30
278,9,15,30
278,10,15,45
278,11,15,45
278,12,15,15
278,13,15,15
278,14,15,15
278,15,15,15
278,16,15,15
278,17,15,30
278,18,15,30
278,19,15,15
278,20,15,15
278,21,15,15
278,22,15,15
278,23,15,60
279,0,15,15
279,1,15,15
279,2,15,15
279,3,15,30
279,4,15,30
279,5,15,30
279,6,15,30
279,7,15,30
279,8,15,30
279,9,15,30
279,10,15,30
279,11,15,30
279,12,15,15
279,13,15,15
279,14,15,15
279,15,15,15
279,16,15,15
279,17,15,15
279,18,15,30
279,19,15,15
279,20,15,15
279,21,15,15
279,22,15,15
279,23,15,60
280,0,15,15
280,1,15,15
280,2,15,15
280,3,15,30
280,4,15,30
280,5,15,30
280,6,15,30
280,7,15,30
280,8,15,30
280,9,15,30
280,10,15,30
280,11,15,30
280,12,15,15
280,13,15,15
280,14,15,15
280,15,15,15
280,16,15,15
280,17,15,15
280,18,15,30
280,19,15,15
280,20,15,15
280,21,15,15
280,22,15,15
280,23,15,60
281,0,15,15
281,1,15,15
281,2,15,30
281,3,15,30
281,4,15,30
281,5,15,30
281,6,15,30
281,7,15,30
281,8,15,30
281,9,15,30
281,10,15,30
281,11,15,30
281,12,15,15
281,13,15,15
281,14,15,15
281,15,15,30
281,16,15,30
281,17,15,15
281,18,15,30
281,19,15,15
281,20,15,15
281,21,15,15
281,22,15,15
281,23,15,60
282,0,15,15
282,1,15,15
282,2,15,15
282,3,15,15
282,4,15,15
282,5,15,30
282,6,15,30
282,7,15,30
282,8,15,30
282,9,15,45
282,10,15,45
282,11,15,45
282,12,15,15
282,13,15,15
282,14,15,15
282,15,15,30
282,16,15,60
282,17,15,30
282,18,15,30
282,19,15,15
282,20,15,15
282,21,15,15
282,22,15,15
282,23,15,45
283,0,15,45
283,1,15,15
283,2,15,15
283,3,15,15
283,4,15,15
283,5,15,15
283,6,15,15
283,7,15,15
283,8,15,15
283,9,15,15
283,10,15,45
283,11,15,15
283,12,15,15
283,13,15,15
283,14,15,15
283,15,15,45
283,16,15,60
283,17,15,15
283,18,15,45
283,19,15,15
283,20,15,15
283,21,15,15
283,22,15,15
283,23,15,45
284,0,15,45
284,1,15,15
284,2,15,15
284,3,15,15
284,4,15,15
284,5,15,15
284,6,15,15
284,7,15,15
284,8,15,15
284,9,15,15
284,10,15,15
284,11,15,15
284,12,15,15
284,13,15,15
284,14,15,15
284,15,15,30
284,16,15,60
284,17,15,15
284,18,15,45
284,19,15,15
284,20,15,15
284,21,15,15
284,22,15,15
284,23,15,45
285,0,15,60
285,1,15,15
285,2,15,15
285,3,15,15
285,4,15,15
285,5,15,15
285,6,15,15
285,7,15,15
285,8,15,15
285,9,15,15
285,10,15,15
285,11,15,15
285,12,15,15
285,13,15,15
285,14,15,15
285,15,15,45
285,16,15,45
285,17,15,15
285,18,15,45
285,19,15,15
285,20,15,15
285,21,15,15
285,22,15,15
285,23,15,45
286,0,15,60
286,1,15,15
286,2,15,15
286,3,15,15
286,4,15,15
286,5,15,15
286,6,15,15
286,7,15,15
286,8,15,15
286,9,15,15
286,10,15,15
286,11,15,15
286,12,15,15
286,13,15,15
286,14,15,15
286,15,15,45
286,16,15,45
286,17,15,15
286,18,15,45
286,19,15,15
286,20,15,15
286,21,15,15
286,22,15,15
286,23,15,45
287,0,15,60
287,1,15,15
287,2,15,15
287,3,15,15
287,4,15,15
287,5,15,15
287,6,15,15
287,7,15,15
287,8,15,15
287,9,15,15
287,10,15,15
287,11,15,15
287,12,15,15
287,13,15,15
287,14,15,15
287,15,15,45
287,16,15,45
287,17,15,45
287,18,15,45
287,19,15,15
287,20,15,15
287,21,15,15
287,22,15,45
287,23,15,45
288,0,15,60
288,1,15,15
288,2,15,15
288,3,15,15
288,4,15,15
288,5,15,15
288,6,15,15
288,7,15,15
288,8,15,15
288,9,15,15
288,10,15,15
288,11,15,15
288,12,15,15
288,13,15,15
288,14,15,15
288,15,15,45
288,16,15,45
288,17,15,45
288,18,15,45
288,19,15,15
288,20,15,15
288,21,15,15
288,22,15,45
288,23,15,15
289,0,15,15
289,1,15,15
289,2,15,15
289,3,15,15
289,4,15,15
289,5,15,15
289,6,15,15
289,7,15,15
289,8,15,15
289,9,15,15
289,10,15,15
289,11,15,15
289,12,15,15
289,13,15,15
289,14,15,15
289,15,15,45
289,16,15,45
289,17,15,45
289,18,15,45
289,19,15,15
289,20,15,15
289,21,15,15
289,22,15,15
289,23,15,15
290,0,15,15
290,1,15,15
290,2,15,15
290,3,15,15
290,4,15,15
290,5,15,15
290,6,15,15
290,7,15,15
290,8,15,15
290,9,15,15
290,10,15,15
290,11,15,15
290,12,15,15
290,13,15,15
290,14,15,15
290,15,15,45
290,16,60,45
290,17,45,45
290,18,15,45
290,19,15,15
290,20,15,60
290,21,15,15
290,22,15,15
290,23,15,15
291,0,15,15
291,1,15,15
291,2,15,15
291,3,15,15
291,4,15,15
291,5,15,15
291,6,15,15
291,7,15,15
291,8,15,15
291,9,15,15
291,10,15,15
291,11,15,15
291,12,15,15
291,13,15,15
291,14,15,15
291,15,15,45
291,16,45,45
291,17,45,45
291,18,15,45
291,19,90,45
291,20,15,60
291,21,15,15
291,22,15,15
291,23,15,15
292,0,90,15
292,1,15,15
